id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm116534,"Why We Fight: The Battle of Russia",MOVIE,"The fifth film of Frank Capra's Why We Fight propaganda film series, revealing the nature and process of the fight between the Soviet Union and Germany in the Second World War.",1943,,83,"['documentation', 'war', 'history']",['US'],,tt11091606,7.1,1459,2.549,7
tm7637,"Bulldog Drummond",MOVIE,"Hugh 'Bulldog' Drummond is a British WWI veteran who longs for some excitement after he returns to the humdrum existence of civilian life. He gets what he's looking for when a girl requests his help in freeing her uncle from a nursing home. She believes the home is just a front and that her uncle is really being held captive while the culprits try to extort his fortune from him.",1929,,90,"['thriller', 'crime', 'drama']",['US'],,tt0019735,6.3,1044,2.017,6.5
tm147347,"The Eagle",MOVIE,"Vladimir Dubrouvsky, a lieutenant in the Russian army, catches the eye of Czarina Catherine II. He spurns her advances and flees, and she puts out a warrant for his arrest, dead or alive. Vladimir learns that his father's lands have been taken by the evil Kyrilla Troekouroff, and his father dies. He dons a black mask, and becomes the outlaw The Black Eagle. He enters the Troekouroff household disguised as a French instructor for Kyrilla's daughter Mascha. He is after vengeance, but instead falls in love with Mascha.",1925,,73,"['romance', 'drama', 'history', 'action', 'comedy', 'european']",['US'],,tt0015772,6.6,2012,3.318,6.5
tm5668,"Eyes of Texas",MOVIE,"A ranch owner (Francis Ford) turns his place into a home for boys who have lost their fathers in World War II. His evil female lawyer (Nana Bryant) covets the ranch and works in cahoots with Ford's long-lost nephew and a pack of killer dogs to get it. U.S. Marshal Roy Rogers puts an end to her plans.",1948,G,70,['western'],['US'],,tt0040333,6.3,152,0.887,6
tm1521,"'Neath the Arizona Skies",MOVIE,"Chris Morrell, the guardian of half-Indian girl Nina, is helping her find her missing white father. so she can cash in on her late mother's oil lease. Outlaw Sam Black is after the girl and her father as well. Besides dealing with the Black gang, Morrell has to find another robber, Jim Moore, who switches clothes with him after he finds Chris unconscious from a fight with Sam Black. Along the way, he meets a lady who's the sister of Jim Moore, another bad hombre who's in cahoots with Jim Moore, and an old friend who takes in Nina and helps Chris locate Nina's father and fight off the various desperadoes",1934,,52,"['western', 'romance', 'action']",['US'],,tt0024805,5.1,997,3.69,4.6
tm52591,Millie,MOVIE,"Millie Blake is very careful about picking her husband, but that is no guarantee that a marriage will turn out well, nor that she will.",1931,,85,"['drama', 'romance']",['US'],,tt0022149,6.2,717,2.21,6.3
tm82883,"Target for Tonight",MOVIE,"Footage of the actual planning and execution of a bombing raid on Germany.",1941,,48,"['documentation', 'war', 'drama']",['GB'],,tt0121791,6.3,352,0.61,6
tm66818,"The Capture",MOVIE,"A badly injured fugitive explains to a priest how he came to be in his present predicament.",1950,,91,"['drama', 'action', 'western', 'crime']",['US'],,tt0042313,5.9,536,2.01,5.5
tm5079,"Under California Stars",MOVIE,"When Roy and Trigger arrive at his ranch he finds Cookie has hired his relatives. Caroline, the only relative that doesn't have a strong resemblance to Cookie, is the horse trainer. Bob Tells Roy a gang of men are hunting range horses. Roy puts a stop to hunting on his land. Pop decides there's money in kidnapping Trigger and demands a $100,000 ransom. McFarland's stepson, Ted, and his dog Tramp, run away and is found hiding in Roy's barn. A trap is set to catch the kidnappers ranch.",1948,,70,"['western', 'action', 'music', 'comedy']",['US'],,tt0040915,5.6,320,1.228,5.1
tm110773,"Report from the Aleutians",MOVIE,"A documentary propaganda film produced by the U.S. Army Signal Corps about the Aleutian Islands Campaign during World War II. The film opens with a map showing the strategic importance of the island, and the thrust of the 1942 Japanese offensive into Midway and Dutch Harbor. Nominated for the Academy Award for Best Documentary Feature.",1943,,47,"['documentation', 'history', 'war']",['US'],,tt11095582,6.4,631,1.287,6
tm2767,"The Marriage Circle",MOVIE,"Professor Stock and his wife Mizzi are uhappily married. The professor, suspicious of his wife, hires a detective to spy on her in hopes of obtaining a divorce. Mizzi sets her sights on seducing Dr. Franz Braun, the new husband of her good friend Charlotte. Dr. Braun's colleague, Dr. Mueller, who has his eye on Charlotte, sees this as his opportunity. Through a misunderstanding, Charlotte thinks that her husband is interested in Miss Hofer, and asks Mizzi to keep him occupied... around and around the circle goes in Lubitsch's refined comedy of mistaken infidelity.",1924,,85,"['comedy', 'romance']",['US'],,tt0015119,7.1,1264,1.522,6.4
tm7057,"Loaded Pistols",MOVIE,"A singing cowboy clears a boy accused of murder by finding the real killer.",1948,,78,['western'],['US'],,tt0041793,5.9,139,1.466,4
tm165135,Scrooge,MOVIE,"Ebenezer Scrooge, the ultimate Victorian miser, hasn't a good word for Christmas, though his impoverished clerk Cratchit and nephew Fred are full of holiday spirit. In the night, Scrooge is visited by spirits of the past, present, and future.",1935,,78,"['drama', 'family', 'fantasy']",['GB'],,tt0026972,6.5,2271,2.061,6.1
tm69475,"Hoosier Schoolboy",MOVIE,"A schoolteacher comes to a new town and finds herself caught up in the town's problems and disputes.",1937,,62,['drama'],['US'],,tt0029019,5.6,180,0.893,6
tm82769,"Invisible Ghost",MOVIE,"The town's leading citizen is a man victim of homicidal impulses beyond his control. He is being controlled by his wife who had left him for another man. She was involved in a car accident that has left her brain damaged and is kept in the basement, in secret, by Kessler's gardener.",1941,,63,"['thriller', 'crime', 'drama', 'horror']",['US'],,tt0033760,5.2,2188,3.565,5.4
tm73200,"Li'l Abner",MOVIE,"Li'l Abner becomes convinced that he is going to die within twenty-four hours, so agrees to marry two different girls: Daisy Mae (who has chased him for years) and Wendy Wilecat (who rescued him from an angry mob). It is all settled at the Sadie Hawkins Day race.",1940,G,78,"['comedy', 'romance']",['US'],,tt0032703,4.9,457,3.424,8.5
tm112306,"The Crystal Ball",MOVIE,"A young woman pretends to be a fortune teller in order to find romance.",1943,,81,"['comedy', 'romance']",['US'],,tt0035771,6.5,719,1.67,5.8
tm81951,"Hearts of the World",MOVIE,"A group of youngsters grow up and love in a peaceful French village. But war intrudes and peace is shattered. The German army invades and occupies village, bringing both destruction and torture. The young people of the village resist, some successfully, others tragically, until French troops retake the town.",1918,,117,"['drama', 'war']",['US'],,tt0009150,6.6,999,0.912,6
tm100065,"Blind Husbands",MOVIE,"An Austrian military officer and rogue attempts to seduce the wife of a surgeon. The two men confront each other in a test of abilities that ends surprisingly.",1919,,89,"['drama', 'romance']",['US'],,tt0009937,6.9,1538,1.585,6.3
tm20308,"Salome, Where She Danced",MOVIE,"During the Austrian-Prussian war, Anna Marie is a dancer who is forced to flee her country after she is accused of being a spy. She ends up in a lawless western town in Arizona, where she uses her charms and dancing skills to transform herself into "Salome"" during her dance routines."",1945,PG-13,90,"['drama', 'western', 'war', 'music', 'romance']",['US'],,tt0038046,5.4,318,2.405,3.3
tm76311,"Tom Brown's School Days",MOVIE,"When private tutor Thomas Arnold (Sir Cedric Hardwicke) becomes headmaster at Rugby, a boy's preparatory school in England, he puts into place a policy of strict punishment for unruliness and bulying. Arnold finds an ally in Tom Brown (Jimmy Lydon), a new student who is subjected to hazing and abuse by a group of older boys and is pressured by his friends to keep quiet about it. Fed up, he leads his fellow classmates in an underground rebellion against their tormentors. But certain unspoken rules still apply at the school and Brown loses his hero status when he is accussed of breaking the Rugby code of silence.",1940,,86,['drama'],['US'],,tt0033169,6.6,490,2.649,7.8
tm163483,"Chandu on the Magic Island",MOVIE,"The second of two feature films edited from the movie serial The Return Of Chandu (1934), comprised of footage from chapters 5-12:  On the mystic island of Lemuria, the cult of Ubasti seek the Egyptian Princess Nadji to sacrifice so that their goddess Ossana, whose soul resides in Nadji's body, may be resurrected by Black Magic. Nadji is located in the Far East port of Suva, but shielded by the White Magical powers of Frank Chandler, an American raised by Eastern mystics who is also known as Chandu. When Chandu takes a voyage alone, however, the evil Voice of Ubasti is able to magically spirit her to Lemuria, where Black Magic reigns supreme. Chandu sets out in pursuit with his sister Dorothy, niece Betty and nephew Bob; but, shipwrecked on the magic island, Chandu finds his family also held prisoner for sacrifice while he is plunged into an endless maze of caverns beneath the evil temple, where both his mortal and magical strength seem rendered useless...",1935,,70,"['fantasy', 'action']",['US'],,tt0026195,4.4,174,1.45,4.8
tm69671,"Not Wanted",MOVIE,"After a beautiful but unsophisticated girl is seduced by a worldly piano player and gives up her out-of-wedlock baby, her guilt compels her to kidnap another child.",1949,,91,['drama'],['US'],,tt0041700,6.8,708,2.052,6.9
tm7600,"Billy The Kid Returns",MOVIE,"After Pat Garrett kills Billy the Kid, Billy's look-alike Roy Rogers arrives and is mistaken for him. Although a murderer, Billy was on the side of the homesteaders against the large ranchers. As Billy's death is unknown, Roy gets Garrett to let him pose as Billy to continue the fight, but without the killing.",1938,G,53,"['western', 'music', 'romance', 'comedy', 'action']",['US'],,tt0029915,5.8,271,2.031,5.3
tm5096,"Blonde Ice",MOVIE,"A golddigging femme fatale leaves a trail of men behind her, rich and poor, alive and dead.",1948,,73,"['drama', 'romance', 'crime']",['US'],,tt0041187,6,1080,1.69,5.6
tm56124,"High Lonesome",MOVIE,"When a sudden spurt of murders occurs in the Big Bend country, suspicion immediately falls on a young drifter who just moved to the area.",1950,PG,81,['western'],['US'],,tt0042552,5.3,244,1.932,5.1
tm85884,"Angel on My Shoulder",MOVIE,"The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.",1946,,100,"['fantasy', 'comedy', 'romance']",['US'],,tt0038300,6.8,2762,2.289,6.1
tm4603,"The Princess and the Pirate",MOVIE,"Princess Margaret is travelling incognito to elope with her true love instead of marrying the man her father has betrothed her to. On the high seas, her ship is attacked by pirates who know her identity and plan to kidnap her and hold her for a king's ransom.",1944,,94,"['action', 'comedy', 'romance']",['US'],,tt0037193,6.8,2179,2.78,6.6
tm109893,"City Without Men",MOVIE,"A young woman's husband has been imprisoned for a crime he didn't commit. In order to be near him to try to help him get his sentence overturned, she moves into a boardinghouse near the prison whose residents are the wives of inmates.",1943,,75,"['drama', 'crime']",['US'],,tt0035740,5.3,128,1.726,5
tm3364,"Up in Arms",MOVIE,"Hypochondriac Danny Weems gets drafted and accidentally smuggles his girlfriend aboard his Pacific-bound troopship.",1944,,105,"['drama', 'romance', 'comedy', 'war']",['US'],,tt0037420,6.3,983,1.328,7
tm7457,"The Terror of Tiny Town",MOVIE,"Using a conventional Western story with an all dwarf cast, the filmmakers were able to showcase gags such as cowboys entering the local saloon by walking under the swinging doors, and pint-sized cowboys galloping around on Shetland ponies while roping calves.",1938,,62,"['comedy', 'western', 'family', 'music', 'romance', 'action']",['US'],,tt0030845,3.9,1760,2.285,3.3
tm61,"$50,000 Reward",MOVIE,"Tex Sherwood has just come into possession of a valuable piece of land that will be irrigated by a new dam. Banker Holman knowing the deed must be registered the next day, offers a $50,000 reward for Tex's capture.",1924,,55,['western'],['US'],,tt0014639,5.2,60,1.96,5
tm133278,"Sagebrush Trail",MOVIE,"Imprisoned for a murder he did not commit, John Brant escapes and ends up out west where, after giving the local lawmen the slip, he joins up with an outlaw gang. Brant finds out that 'Jones', one of the outlaws he has become friends with, committed the murder that Brant was sent up for, but has no knowledge that anyone was ever put in jail for his crime. Willing to forgive and forget, Brant doesn't realize that 'Jones' has not only fallen for the same pretty shopgirl Brant has, but begins to suspect that Brant is not truly an outlaw.",1933,,54,"['western', 'action', 'drama', 'romance']",['US'],,tt0024516,5.4,1232,3.853,5.4
tm158617,"Murder by Television",MOVIE,"James Houghland, inventor of a new method by which television signals can be instantaneously sent anywhere in the world, refuses to sell the process to television companies, who then send agents to acquire the invention any way they can. On the night of his initial broadcast Houghland is mysteriously murdered in the middle of his demonstration and it falls to Police Chief Nelson to determine who the murderer is from the many suspects present.",1935,,53,"['horror', 'scifi', 'thriller']",['US'],,tt0026740,4.1,674,1.997,3.5
tm2211,"A Shriek in the Night",MOVIE,"Rival newspaper reporters Pat Morgan and Ted Rand find themselves unraveling the mystery behind the death of a millionaire philanthropist who fell from his penthouse balcony. When it is discovered that the plunge was not an accident, the building's residents come under suspicion. Soon, the body count begins to mount as three more murders occur by strangulation.",1933,,66,"['thriller', 'crime', 'romance', 'action', 'sport']",['US'],,tt0024554,5.2,948,1.168,5.1
tm109693,"The Milky Way",MOVIE,"Timid milkman, Burleigh Sullivan, somehow knocks out a boxing champ in a brawl. The fighter's manager decides to build up the milkman's reputation in a series of fixed fights and then have the champ beat him to regain his title.",1936,,89,"['comedy', 'family', 'sport', 'romance']",['US'],,tt0027969,6.5,1671,1.356,6.1
